자치구,행정동,행정동_코드,월평균_총생활인구수,연령대0_평균,연령대10_평균,연령대20_평균,연령대30_평균,연령대40_평균,연령대50_평균,연령대60_평균,연령대70이상_평균,1인가구,2인가구,3인가구,4인가구,5인가구,6인가구,7인 이상 가구,연령대_100,연령대_0_거주인구수,연령대_10_거주인구수,연령대_20_거주인구수,연령대_30_거주인구수,연령대_40_거주인구수,연령대_50_거주인구수,연령대_60_거주인구수,연령대_70_거주인구수,연령대_80_거주인구수,연령대_90_거주인구수,유흥주점영업,단란주점,제과점영업,집단급식소,일반음식점,휴게음식점,연령대_2030_거주인구수_합,연령대_2030_거주인구수_평균,연령대_20_거주인구수_비율,연령대_30_거주인구수_비율,연령대_2030_거주인구수_비율,1인가구_비율,식품접객업,주점,주요경제활동인구_거주인구수,주요경제활동인구_생활인구수,PET예측량,수거함_개수,총_거주인구수,거주인구_당_수거함개수
용산구,이촌2동,11170640,5441687.190941666,383878.8286333333,345291.93655833334,579300.1558666667,948835.5019,913416.0981,827098.134225,728557.0224916666,715309.5107999999,803,1102,812,442,119,20,0,3.9166666666666665,486.8333333333333,465.5833333333333,814.0833333333334,1283.25,1128.75,1248.0833333333333,1249.9166666666667,675.75,335.5,57.0,0.0,0.0,24.0,0.0,219.0,101.0,2097.333333333333,2097.333333333333,0.1050610857781984,0.1656091370558375,0.2706702228340359,0.2434808975136446,344.0,0.0,4474.166666666667,3268649.890091667,23.975324560366666,0.0,7748.666666666667,7748.666666666667
용산구,이태원1동,11170650,8176199.053841666,215058.9338,344648.7837833333,1793930.309125,1776800.717325,1360741.2883833332,1139159.3878916667,760521.9461250001,785337.6902166667,1479,845,471,226,61,19,0,8.25,207.0,241.91666666666663,982.75,1027.0833333333333,780.3333333333334,968.5833333333334,937.75,510.9166666666667,304.0833333333333,67.16666666666667,117.0,177.0,118.0,108.0,10257.0,859.0,2009.8333333333333,2009.8333333333333,0.1628192737815822,0.1701642965621979,0.3329835703437802,0.4769429216381812,11636.0,294.0,3758.75,6070631.702725,44.3599518109,0.0,6035.833333333334,6035.833333333334
용산구,이태원2동,11170660,8308042.483933333,291793.50086666667,394905.95249166666,1370664.778458333,2025159.5432666668,1557714.0720083332,1018584.5953,767300.2467583334,881919.7859166666,1874,1139,632,359,109,26,5,4.166666666666667,374.3333333333333,431.75,1283.1666666666667,1520.9166666666667,1276.1666666666667,1169.9166666666667,1092.9166666666667,739.3333333333334,392.5833333333333,64.58333333333333,0.0,12.0,44.0,36.0,2327.0,248.0,2804.083333333333,2804.083333333333,0.1536757220703008,0.1821493442982893,0.3358250663685901,0.4522200772200772,2667.0,12.0,5250.166666666667,5972122.989033333,49.32804195613333,0.0,8349.833333333334,8349.833333333334
용산구,한남동,11170685,22887360.046666667,919863.9405583332,975657.8558666668,3809007.132833333,5713851.524666667,4346570.265058334,3128105.4162000003,2041603.670525,1952700.24395,4154,2656,1491,838,243,39,14,18.5,1046.1666666666667,1061.4166666666667,2456.583333333333,3556.25,3048.9166666666665,2948.1666666666665,2567.1666666666665,1430.3333333333333,669.3333333333334,133.41666666666666,60.0,348.0,209.0,267.0,8275.0,1224.0,6012.833333333333,6012.833333333333,0.129729135036416,0.1878011749950492,0.3175303100314652,0.4402755696873344,10383.0,408.0,12009.916666666666,16997534.338758335,124.38068735503334,0.0,18936.249999999996,18936.249999999996
용산구,서빙고동,11170690,12158421.399616666,666996.7923583334,1091381.4937916666,1480260.1094416666,1874008.5117833333,2337892.538625,2024850.529283333,1313772.054875,1369259.3759583335,1178,1330,1023,872,251,43,0,3.0,703.5,1329.4166666666667,1618.6666666666667,1363.75,2191.4166666666665,2074.083333333333,1363.25,715.3333333333334,557.6666666666666,86.0,0.0,24.0,13.0,87.0,663.0,201.0,2982.416666666667,2982.416666666667,0.1348205423639405,0.1135882504008384,0.248408792764779,0.2507983819459229,988.0,24.0,7247.916666666667,7717011.689133333,46.85939675653333,0.0,12006.083333333332,12006.083333333332
용산구,보광동,11170700,7935901.016925,274682.2048416667,489469.2961,1243094.4276916666,1566318.1807083332,1416883.2693,1201558.9745833334,905742.057,838152.6065416667,3121,1750,997,593,150,26,6,7.0,395.8333333333333,694.9166666666666,1966.25,1927.0833333333333,1832.3333333333333,2241.083333333333,1852.9166666666667,1094.0,514.6666666666666,74.66666666666667,0.0,48.0,36.0,61.0,2076.0,261.0,3893.333333333333,3893.333333333333,0.1560422990694998,0.1529340184777361,0.308976317547236,0.4698178533794972,2482.0,48.0,7966.749999999999,5427854.852283333,64.07899440913333,0.0,12600.749999999998,12600.749999999998
성동구,왕십리2동,11200520,10506251.311875,774185.0809999999,882066.8247333333,1469234.7233083332,1899440.6574416663,1703573.1613583332,1522877.2426083332,1126867.3239333334,1128006.2862166667,2275,1859,1445,1061,216,52,17,4.75,1094.5833333333333,1057.9166666666667,2241.6666666666665,2642.333333333333,2329.0,2478.333333333333,1931.1666666666667,1046.9166666666667,410.4166666666667,55.833333333333336,0.0,12.0,48.0,108.0,1113.0,398.0,4884.0,4884.0,0.1465820232678527,0.172781516497289,0.3193635397651418,0.3285198555956679,1679.0,12.0,9691.333333333332,6595125.784716666,57.263628138866665,0.0,15292.916666666664,15292.916666666664
성동구,왕십리도선동,11200535,21495883.02874167,1923590.14705,1358164.34155,3521063.389275,3949677.420816667,3407405.7051916667,3210107.0182416667,2135349.4673,1990525.5417416664,3632,2799,2390,1769,316,74,19,4.833333333333333,2091.4166666666665,1447.9166666666667,3905.5833333333335,4213.916666666667,3675.1666666666665,4006.5833333333335,2836.75,1464.8333333333333,692.4166666666666,95.0,189.0,144.0,120.0,180.0,4258.0,772.0,8119.5,8119.5,0.1598394341315017,0.1724582470763574,0.3322976812078592,0.3302118374397672,5663.0,333.0,15801.25,14088253.533525,105.6574141341,1.0,24434.416666666664,24434.416666666664
성동구,마장동,11200540,16462920.423766669,944182.6376666664,1282324.28045,2796037.4963,2672019.8088,2472407.1974,2472307.0462416667,1837524.154125,1986117.8006,3674,2511,1748,1362,318,83,23,9.583333333333334,1072.75,1461.25,3902.1666666666665,2963.083333333333,2713.25,3353.333333333333,2814.083333333333,1578.75,684.1666666666666,96.41666666666669,12.0,36.0,60.0,210.0,1991.0,296.0,6865.25,6865.25,0.1889775854971628,0.1434988255995092,0.3324764110966721,0.3780224302911822,2605.0,48.0,12931.833333333332,10412771.548741668,91.52563619496668,2.0,20648.833333333332,10324.416666666666
성동구,사근동,11200550,15737507.773741668,583689.3059083334,1436156.0513083332,5841062.566158333,2283756.4602916664,1767487.412425,1592643.2730916666,1114396.8434916667,1118315.8606666666,4754,1167,647,418,133,25,6,8.0,376.8333333333333,683.1666666666666,4320.916666666667,1450.8333333333333,1029.75,1187.5833333333333,894.6666666666666,675.0,300.6666666666667,33.0,24.0,12.0,44.0,257.0,3853.0,1027.0,5771.75,5771.75,0.3942292339859343,0.1323702718114427,0.5265995057973769,0.664895104895105,5217.0,36.0,7989.083333333333,11484949.711966664,110.47534884786666,3.0,10960.416666666666,3653.472222222222
